track,artist,uri,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature,chorus_hit,sections,target
Scènes De Foule Et De Poursuite Pendant Le Carnaval,François Bréant,spotify:track:6TbYa8E3gp1hGMlF89JDHZ,0.55,0.69,3,-12.606,1,0.0443,0.0878,0.902,0.317,0.488,113.557,232187,4,25.28416,11,0
Stoned To The Bone - Part 1,James Brown,spotify:track:3tC8AwTtSolYgKZfEKPpy3,0.859,0.725,0,-10.789,1,0.0819,0.23,0.000208,0.035,0.86,99.371,208067,4,22.67362,6,1
Jingle Jangle,The Archies,spotify:track:1nSZe7ly7kCTcNBkTzV40y,0.625,0.472,2,-11.18,1,0.0387,0.0368,0,0.148,0.617,109.302,162151,4,27.22585,9,1
For A While,Mary Macgregor,spotify:track:1F5FpWBElztvsaYqseoi7h,0.57,0.469,0,-9.233,1,0.0291,0.62,0.00436,0.194,0.598,137.718,174890,4,45.53626,12,1
You Take My Breath Away,Rex Smith,spotify:track:3BCMsz55asr7Yr6DqB9N8D,0.313,0.6,11,-7.913,1,0.0357,0.476,2.56e-05,0.523,0.272,141.912,197453,4,20.86947,8,1
Rock Island Line,Johnny Cash,spotify:track:3AHbmf5Jt282ebdkGWwozI,0.6,0.601,1,-9.165,1,0.244,0.523,0,0.123,0.653,125.262,129585,4,23.95848,7,1
"Who Built The Ark: Noah, Noah",Mike Seeger,spotify:track:2AcKuobfcjR53b6czsb8fZ,0.722,0.0773,1,-20.643,1,0.0747,0.761,0,0.0892,0.295,78.174,127000,4,54.75172,6,0
Good Morning Judge,10cc,spotify:track:1fMGRxKRtIKNyaMMGrzInM,0.737,0.642,9,-9.492,1,0.0916,0.0185,0.00415,0.0726,0.467,106.742,174667,4,42.56191,9,1
Paranoid,The Dickies,spotify:track:0ttUuij1GDXSmyKV6PVLDz,0.313,0.824,4,-7.25,0,0.0473,0.0231,1.99e-05,0.387,0.496,101.988,126400,4,20.99134,9,0
Outside Woman,Bloodstone,spotify:track:5LXkyjFBTomtTVquFDsWbr,0.393,0.45,6,-10.626,0,0.131,0.0216,8.21e-05,0.443,0.389,149.67,217333,3,31.32584,12,1
Running fast,Stefano Torossi,spotify:track:0wOiCSxhbj4rPmbXQxU2ld,0.464,0.896,5,-12.337,0,0.045,0.0298,0.563,0.11,0.845,138.79,266800,4,21.9368,18,0
Dance Away,Roxy Music,spotify:track:6BKVev5kACyEaolcJkaUbz,0.804,0.688,0,-5.893,0,0.0632,0.0662,0.000112,0.0392,0.942,123.002,228267,4,25.11736,8,1
D'amore si muore: Si muore d'amore - Soundtrack,Ennio Morricone,spotify:track:65SufSjQwliumRuAARPmXq,0.163,0.201,9,-17.837,0,0.0363,0.929,0.676,0.0785,0.09,67.599,229800,4,50.81028,9,0
Plan 9 Channel 7,The Damned,spotify:track:4Jyhk9OFqo9sjdfZ2RD2Mu,0.203,0.954,0,-8.59,1,0.0867,0.00653,0.0991,0.432,0.214,158.776,308586,4,49.51498,14,0
Lazy Evening Blues,Alan Parker,spotify:track:1TRD0G4Fbm9Q4PkRO2awXu,0.677,0.219,2,-13.163,1,0.0394,0.258,0.885,0.0705,0.133,121.475,278440,4,41.69284,13,0
School's Out,Alice Cooper,spotify:track:5Z8EDau8uNcP1E8JvmfkZe,0.294,0.745,5,-9.138,1,0.0461,0.05,0.125,0.676,0.347,134.364,210107,4,37.09728,11,1
Die letzte Schlacht gewinnen wir,Ton Steine Scherben,spotify:track:1Qt5I0e5VwHLSiczsQJjPn,0.5,0.899,0,-5.864,1,0.031,0.000504,1.93e-05,0.104,0.826,90.122,258573,4,20.20514,14,0
Kinfolk's Blues,Muddy Waters,spotify:track:1bUhqE2f2TPTqyyPxyCgqt,0.628,0.421,5,-16.76,1,0.041,0.377,0.000343,0.208,0.869,95.81,148933,4,47.63725,7,0
"The Grand Duel (Part VI) (From ""Il Grande Duello / The Grand Duel"")",Luis Bacalov,spotify:track:4cKvOi1xvpJFHMZYMU0H6Z,0.178,0.0421,2,-28.872,0,0.0391,0.286,0.116,0.107,0.155,82.29,146200,4,22.49245,10,0
I'd Rather Love You,Charley Pride,spotify:track:6Zo1yJyD4Fj3fgg2FHxfTw,0.492,0.35,9,-11.091,1,0.0272,0.689,0,0.21,0.384,103.818,168400,4,29.32693,8,1
Take The Long Way Home,Supertramp,spotify:track:0v0XYK0pLgsPiq5u4FKHaw,0.414,0.7,5,-8.838,1,0.0301,0.22,0.000721,0.114,0.37,76.79,308853,4,41.58238,11,1
People Gotta Move,Gino Vannelli,spotify:track:2ZZrWIvrGh6P6Hhabf8FtB,0.739,0.621,7,-13.604,1,0.0452,0.215,0.0161,0.0557,0.721,117.11,201600,4,50.59467,10,1
Solera - Instrumental,Paco de Lucía,spotify:track:5BXVns21IEVWJBw0z17r5i,0.377,0.249,6,-17.11,0,0.0382,0.969,0.852,0.112,0.567,67.563,222040,3,54.88857,10,0
Bold Soul Sister,Ike & Tina Turner,spotify:track:6g2RtR71Qj12dKQIwPpFJc,0.775,0.688,3,-12.959,1,0.0699,0.224,0.0411,0.117,0.93,94.143,158508,4,42.2136,8,1
Monster,Steppenwolf,spotify:track:1jBfY6x1uIZTUxYAOi54c3,0.441,0.542,7,-12.444,1,0.0439,0.131,2.38e-05,0.103,0.37,111.545,556427,4,52.15217,18,1
"Move Over, Little Dog",Lonnie Brooks,spotify:track:6dL4wM1hnGTqKRkOJPeA8u,0.566,0.692,5,-10.917,1,0.0421,0.469,0.0112,0.146,0.819,132.884,255827,4,26.43144,13,0
Shambala,B.W. Stevenson,spotify:track:6UiFKOf9gQei5tdMk4RSoE,0.716,0.717,2,-10.368,1,0.0395,0.345,0,0.06,0.892,120.965,149600,4,32.73596,9,1
Shower The People,James Taylor,spotify:track:5X9778yPpYFP4nHjdn9B4s,0.675,0.448,2,-11.52,0,0.0235,0.32,0,0.0825,0.568,98.499,271707,4,42.36168,12,1
If You Could See Her,Joel Grey,spotify:track:0ixEAqygl4YltsXxkY4LZp,0.499,0.185,11,-14.888,1,0.23,0.937,0,0.162,0.44,78.666,231360,3,14.16006,10,0
Swearin' To God,Frankie Valli,spotify:track:6lU9fLdtauyk0bE2HRHyve,0.667,0.785,1,-7.364,1,0.0635,0.288,0.000122,0.0597,0.73,108.921,245333,4,31.77575,15,1
Dervish D.,Vangelis,spotify:track:1q6IKIwzVuoiyBbWP0SM6u,0.705,0.782,6,-11.875,0,0.0368,0.676,0.798,0.05,0.963,92.855,315227,4,32.05326,16,0
Bitter Bad,Melanie,spotify:track:2tMJAOWb2Qe9oJeMGZ5n5q,0.572,0.596,3,-10.884,1,0.0294,0.406,0,0.222,0.943,139.984,153573,4,28.76059,6,1
Funeral Song for Mississippi John Hurt,John Fahey,spotify:track:7e7xCAENs0c0OqadUdTn0b,0.216,0.51,1,-9.794,1,0.0383,0.6,0.826,0.115,0.153,102.16,263107,4,73.27778,13,0
Weissensee,NEU!,spotify:track:5edzbTDCrFaPV8dNz4Qrjw,0.594,0.168,2,-17.818,1,0.0323,0.429,0.734,0.111,0.0587,126.664,406733,4,24.83813,13,0
Have You Never Been Mellow,Olivia Newton-John,spotify:track:5ehVOC0zSdwWqyZlhomJSi,0.542,0.324,0,-14.07,1,0.0329,0.566,2.27e-06,0.0876,0.421,121.802,213533,4,31.98566,10,1
"Buen Día, Paloma",Facundo Cabral,spotify:track:5GS4NlVlgVfcc6qkkCSf8X,0.278,0.107,11,-17.304,0,0.0348,0.954,0.0828,0.11,0.144,93.873,148147,4,54.25312,6,0
Another Night,The Hollies,spotify:track:6XGpXFd88No06yOO68g3lN,0.727,0.814,9,-5.517,0,0.0294,0.113,0.0193,0.155,0.87,110.776,237520,4,23.1149,13,1
Nine Below Zero - Live,Muddy Waters,spotify:track:3c5E4jsPyxiHzC2aYNzB61,0.519,0.735,2,-10.204,1,0.0942,0.401,0.0794,0.841,0.669,117.211,322200,1,61.38834,12,0
Like A Sad Song,John Denver,spotify:track:69EkMYkCSqbl4ZoX6HQryg,0.387,0.0287,7,-18.887,1,0.0389,0.945,1.58e-05,0.139,0.162,70.639,222267,4,35.25165,11,1
On This Night Of A Thousand Stars / Eva And Magaldi / Eva Beware Of The City - Original Cast Recording/1979,Patti LuPone,spotify:track:7oB2Uq3UD0WrIRBAc3wfHn,0.558,0.272,7,-16.702,1,0.16,0.793,0,0.454,0.591,141.008,456504,4,33.30105,21,0
Rock And Roll Music,The Beach Boys,spotify:track:0qbVccbQLEMbfJcI5wNLTJ,0.694,0.722,4,-5.505,1,0.128,0.297,0,0.0383,0.961,143.942,150933,4,62.10272,6,1
Retrato,Oswaldo Montenegro,spotify:track:3629PLPikTGccjvROzGjQ3,0.328,0.551,4,-8.848,1,0.0795,0.755,0,0.0905,0.485,81.134,194293,3,32.8039,8,0
Am I Losing You,The Partridge Family Starring Shirley Jones Featuring David Cassidy,spotify:track:2Jkad6HpWCC7lZvg1h8pfW,0.524,0.491,7,-11.652,1,0.0279,0.611,0,0.219,0.936,139.873,143773,4,21.03467,7,1
So bist du,Peter Maffay,spotify:track:3a5Pk82SnxIfGbuu78jCGp,0.621,0.348,7,-12.272,1,0.0327,0.613,5e-06,0.214,0.513,138.959,308640,4,32.00186,13,0
Gonna Give Her All The Love I've Got,Marvin Gaye,spotify:track:4d8MN3egxWp2lqC7J7VKlj,0.657,0.568,10,-9.895,1,0.0279,0.478,0,0.101,0.941,96.67,200800,4,39.45978,8,1
Houston (I'm Comin' To See You),Glen Campbell,spotify:track:6JxpwwqnYykrRr2uxTqLso,0.369,0.484,2,-7.682,1,0.0261,0.0806,1.23e-05,0.237,0.36,79.31,200907,4,37.01396,10,1
Just My Imagination (Running Away With Me),The Temptations,spotify:track:39Bd345OWEhRNyfayhp9gv,0.425,0.242,0,-15.424,1,0.0267,0.88,0.0118,0.195,0.477,92.472,228160,4,60.7341,11,1
D.O.A.,Bloodrock,spotify:track:0whBqRSuzEa2ZLv1LeG3K6,0.344,0.433,4,-7.869,0,0.0329,0.636,0,0.373,0.0397,133.468,274987,4,45.15323,9,1
One Way Sunday,Mark-Almond,spotify:track:0XM4RoGvkXF4HEnt5Je6UK,0.543,0.136,7,-19.197,1,0.0389,0.94,0.127,0.107,0.362,114.261,334667,4,28.78171,14,1
Vou Começar Tudo de Novo,Reginaldo Rossi,spotify:track:0eMhpfAnPmPzGZS8LuCEVt,0.638,0.505,4,-13.022,0,0.0428,0.255,0.0427,0.131,0.655,119.702,219333,4,36.31971,9,0
Golden Years,David Bowie,spotify:track:4JRem7xHp2l0kmUvt9zCKu,0.68,0.701,6,-10.36,0,0.036,0.316,4.72e-06,0.111,0.933,108.287,243280,4,77.07154,8,1
Bitches Brew,Miles Davis,spotify:track:4IqzVeWfWLPQ2deCYYWeXL,0.4,0.512,10,-9.094,0,0.0348,0.534,0.276,0.104,0.17,99.18,1618693,4,38.0865,49,0
Stella By Starlight,Miles Davis,spotify:track:75XWlGJ36tG19Nd8Wemy8Y,0.493,0.143,10,-12.85,1,0.036,0.917,0.0001,0.0982,0.239,87.221,285133,4,23.55688,10,0
Sixteen - 1996 Remastered Version,Buzzcocks,spotify:track:6XmtJNddPbLzaL09HiXV2T,0.282,0.701,1,-8.726,1,0.0358,7.96e-05,0.399,0.459,0.325,133.643,216053,3,63.20524,8,0
My Boy,Elvis Presley,spotify:track:5UjS7jve7tYXjyQ8IUUEtT,0.42,0.0235,0,-17.663,1,0.0728,0.934,0.00674,0.136,0.252,85.08,153267,4,28.571,8,1
I Get High On You,Sly Stone,spotify:track:2H5dTs26Xz9CFC7cV9DcRW,0.545,0.843,5,-9.717,1,0.0587,0.0919,0.00243,0.559,0.629,97.817,192373,4,21.69026,11,1
Let Me Get To Know You,Paul Anka,spotify:track:4mvZnMDlsR2dxSO6iQrSu9,0.536,0.614,6,-8.293,1,0.0331,0.283,0,0.336,0.527,106.333,202800,4,26.32551,10,1
I Want'a Do Something Freaky To You,Leon Haywood,spotify:track:4ijuSvn7dE8i9o8Ori6QmC,0.574,0.441,6,-15.258,0,0.0306,0.255,0.00316,0.229,0.911,92.158,303133,4,32.20047,16,1
Straw Hat and Cane,Keith Nichols,spotify:track:53REoSXqbTpvpEnOVmMMmV,0.495,0.482,0,-14.198,1,0.0583,0.944,0.914,0.0837,0.967,81.894,78827,4,37.80184,3,0
The World Is A Ghetto,War,spotify:track:4X428gMnvdtrgdW9QCCvHW,0.671,0.497,6,-9.469,0,0.0441,0.0546,0.000251,0.0718,0.498,91.795,247280,4,21.64478,10,1
Pra Você Tudo é Difícil,Reginaldo Rossi,spotify:track:1PdXJ1Hjy0v51lh6gDjZji,0.638,0.719,5,-9.205,1,0.0673,0.53,0,0.302,0.706,124.806,129933,4,40.2698,6,0
