track,artist,uri,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature,chorus_hit,sections,target
How Sweet It Is To Be Loved By You,Marvin Gaye,spotify:track:2zF8ro2hX0aEYaqXQdEKW1,0.653,0.49,0,-10.106,1,0.0408,0.323,4.13e-06,0.0832,0.963,110.202,177773,4,45.44257,8,1
For Once In My Life,Tony Bennett,spotify:track:4UywFB7lROzFHNj7JLoWst,0.203,0.375,0,-8.781,1,0.0346,0.862,4.89e-05,0.137,0.222,71.94,186520,4,36.57447,9,1
When the World Ends / Epitaph / Farewell and Thanksgiving,Mark Van Doren,spotify:track:5EEiumR4AX4HS49HkbZBKa,0.721,0.137,1,-22.806,1,0.952,0.934,0.0001,0.128,0.495,86.454,106867,4,62.04209,4,0
Si Tuviera Tu Amor,La Sonora Matancera,spotify:track:0zN3hKYeFGdu1MzPjZKUVA,0.597,0.365,2,-12.031,0,0.0794,0.458,0,0.438,0.782,127.97,159133,4,53.1298,8,0
Russell And Eliot,Yusef Lateef,spotify:track:4UQSW8KVwb7EH7mwwy26BD,0.559,0.41,9,-13.831,0,0.0495,0.224,0.78,0.0608,0.618,140.173,293147,4,45.08015,15,0
Thamizh Engal Uyiranathu,P. Susheela,spotify:track:0kbPUGzB6rZ7xLLmwD4xwk,0.475,0.474,3,-13.897,1,0.273,0.488,0.00501,0.0756,0.965,90.467,277013,4,34.274,11,0
For What It's Worth,The Staple Singers,spotify:track:4la9jiqXYHQlEwbRhqYsd7,0.763,0.621,2,-9.908,1,0.0374,0.655,0,0.158,0.825,103.309,144320,4,33.20734,6,1
"Take The ""A"" Train",Maynard Ferguson,spotify:track:0OOA8Spapd6e7egjXzO55Z,0.468,0.756,0,-7.37,1,0.0969,0.619,0.956,0.319,0.718,124.191,166147,4,30.49287,10,0
La Suegra (Mother in Law),Los Teen Tops,spotify:track:2VP5MCr94Weu9VEiGcNjts,0.583,0.556,8,-12.165,0,0.0339,0.372,0,0.676,0.783,133.215,150373,4,59.0632,7,0
Boi Bumbá,Luiz Gonzaga,spotify:track:2snTBcopXQK60YFdRqWGHZ,0.611,0.697,9,-8.43,1,0.0437,0.406,0,0.24,0.971,139.521,182067,4,36.37854,9,0
Werewolf Watusi,Don Hinson & The Rigamorticians,spotify:track:1nF0BDdg5b9grwiYWSlh80,0.762,0.496,7,-12.845,0,0.289,0.493,0,0.325,0.704,122.049,155121,4,34.19932,9,0
Esta Noite Me Embriago (Esta Noche Me Emborracho),Nelson Gonçalves,spotify:track:6anfUhkWKCJ96yDcJCTPKd,0.603,0.513,1,-7.329,1,0.0582,0.843,0,0.357,0.732,121.325,193282,4,32.60556,10,0
Is It Really Over?,Jim Reeves,spotify:track:5FGJkdpDfTsNsEYcbPnPtB,0.275,0.241,10,-14.526,1,0.0293,0.805,0.0124,0.135,0.221,80.842,134640,4,59.05727,7,1
Baby You're A Rich Man,The Beatles,spotify:track:0JBvtprXP2Z0LP3jmzA7Xp,0.619,0.625,7,-9.635,1,0.036,0.0119,1.05e-06,0.152,0.467,96.751,181307,4,21.41004,9,1
Largo,Paulinho Nogueira,spotify:track:3JVdP3NQGTbbnHBMErEotb,0.608,0.0113,5,-32.324,1,0.0677,0.934,0.812,0.107,0.15,115.358,175800,4,51.19907,8,0
Il faut savoir,Charles Aznavour,spotify:track:49JOhwYn6wFbuDakUskuOv,0.492,0.47,0,-8.732,1,0.0275,0.703,0,0.373,0.559,110.284,188307,3,41.04032,10,0
Ya Parte el Galgo Terrible,Victor Jara,spotify:track:7hp9YYJ9xwR6EasS4eEEdI,0.728,0.669,9,-8.755,0,0.24,0.857,0,0.11,0.862,126.755,111827,3,28.09344,7,0
"Happy Birthday, Sweet Sixteen",Neil Sedaka,spotify:track:5ttys6S3vGWCgOpiuB5axN,0.498,0.796,8,-4.882,1,0.0453,0.607,0,0.3,0.906,79.648,157027,4,30.47367,9,1
Gentleness,David Lindup,spotify:track:0MsXXwh5ahTSc4haH3zfbl,0.24,0.0867,7,-18.238,0,0.0304,0.959,0.95,0.111,0.0371,98.185,97218,4,32.00987,6,0
The First Noel,Traditional,spotify:track:1XDyjHSfSsdHppRZpkJlzc,0.238,0.28,3,-11.502,1,0.0307,0.943,8.26e-05,0.331,0.275,77.224,189800,3,26.61457,9,0
The Lone Teen Ranger,Jerry Landis,spotify:track:2bTnyC2hJc8U5mXcCL0Mtf,0.402,0.789,9,-6.148,1,0.124,0.891,0,0.294,0.949,172.346,139440,4,32.58046,7,1
Running Bear,Johnny Preston,spotify:track:1RYznli2VNO7FCbW1Hq4KM,0.772,0.297,5,-14.679,0,0.053,0.854,7.59e-06,0.125,0.822,119.987,158200,4,24.09932,10,1
"Sad, Sad Girl",Barbara Mason,spotify:track:5lSElmz9CNo1FZJRwrmnQx,0.306,0.495,5,-7.663,1,0.0273,0.621,0,0.37,0.666,165.462,193733,3,39.36782,10,1
Zelda's Theme,Pérez Prado,spotify:track:7cSm6RF5oP4rw3d40pfY5b,0.849,0.898,7,-6.064,1,0.0388,0.734,0.865,0.0438,0.967,134.396,120987,4,44.15837,5,0
Amor,Ben E. King,spotify:track:2U95mnxcqpr394uCZncG4R,0.548,0.566,10,-11.876,1,0.0307,0.672,1.22e-05,0.112,0.805,100.813,187400,4,40.80977,10,1
Some Things You Never Get Used To,Diana Ross & The Supremes,spotify:track:3C9Vv8OkqQwJ0CqB24d7Ty,0.668,0.835,0,-0.507,0,0.0341,0.0941,1.17e-06,0.116,0.821,125.228,145293,4,20.93334,9,1
There'll Come A Time,Betty Everett,spotify:track:1F9EDKGRTOTZwQ3xje2n55,0.66,0.743,8,-6.881,1,0.0325,0.302,0.0205,0.134,0.96,122.668,155867,4,33.07734,8,1
The Rains Came,Sir Douglas Quintet,spotify:track:4oeOG0zp2WYyL2ZQKD1gbR,0.573,0.671,7,-4.964,1,0.0308,0.495,1.5e-05,0.0487,0.932,132.734,136520,4,44.17469,7,1
The Loop,Johnny Lytle,spotify:track:6g5NZg2VXJobSX3TmXq9nQ,0.784,0.508,0,-9.541,0,0.039,0.641,0.508,0.084,0.488,121.314,138493,4,52.50819,7,1
Jingle Jangle,The Archies,spotify:track:1nSZe7ly7kCTcNBkTzV40y,0.625,0.472,2,-11.18,1,0.0387,0.0368,0,0.148,0.617,109.302,162151,4,27.22585,9,1
Blue Autumn,Bobby Goldsboro,spotify:track:1Vp8fFUPiBLc6LuSemiahz,0.515,0.348,0,-12.457,1,0.0253,0.453,0.000227,0.339,0.266,92.746,185139,4,16.4416,11,1
Tell Him,The Exciters,spotify:track:7rGOWzo4evAQQ2FzrSKp0B,0.708,0.616,5,-10.827,1,0.198,0.445,0,0.299,0.908,177.061,156160,4,33.57208,8,1
Out Of Limits,The Marketts,spotify:track:7xAJpAeopaV6rilu3iiwME,0.485,0.779,7,-14.235,1,0.039,0.367,0.432,0.18,0.483,133.223,129293,4,63.91615,8,1
The Letter,The Box Tops,spotify:track:6RJK553YhstRzyKA4mug09,0.638,0.428,9,-12.156,0,0.0687,0.252,0,0.132,0.901,139.434,112800,4,21.22195,6,1
Canción Mixteca (Qué Lejos Estoy),Guty Cárdenas,spotify:track:5YiWWyZGN1X8WLGw4Az17h,0.468,0.102,11,-17.171,1,0.0381,0.995,0.000853,0.166,0.312,165.59,177253,4,36.73757,9,0
Just A Little Bit Better,Herman's Hermits,spotify:track:3mHv5hJCuFTvz3nomrFRJz,0.622,0.644,3,-7.484,1,0.0367,0.586,0,0.0594,0.666,139.166,173653,4,20.97044,10,1
Black Verse - Part 2,Langston Hughes,spotify:track:3BEXJuImGA6ivhEEMDqLuR,0.614,0.151,1,-13.432,1,0.866,0.636,0,0.507,0.463,63.642,1109787,4,57.97933,50,0
People Are Strange,The Doors,spotify:track:1Jmqubf9kGkWeYQXQKImL5,0.699,0.467,4,-8.578,0,0.0375,0.685,0,0.315,0.764,119.287,130173,4,40.04655,8,1
Let It Out (Let It All Hang Out),The Hombres,spotify:track:2WEuOkrct2jGDHkBYVCkmZ,0.604,0.505,9,-12.404,1,0.0487,0.146,0.000286,0.0975,0.707,121.588,124080,4,40.20506,7,1
Mexican Highway,Syd Dale,spotify:track:0uEG7TrRwIdyyJsFX7nIJT,0.78,0.429,0,-11.808,0,0.0445,0.217,0.0247,0.11,0.904,146.477,159418,4,25.37664,8,0
Comment te dire adieu - Remasterisé en 2016,Françoise Hardy,spotify:track:6g5qyQrAcoBX4X7XjxBoTO,0.711,0.586,10,-9.78,0,0.0514,0.435,6.48e-06,0.15,0.931,124.058,148507,4,57.92996,7,0
Medley: Mode D-Trio and Group Dancers/Mode E- Single solos and Group Dance/ModeF-Group and Solo Dance,Charles Mingus,spotify:track:6La6a40pMKEoxtpmruuzaP,0.304,0.519,8,-8.825,1,0.0359,0.21,0.00187,0.221,0.294,101.289,1119400,4,41.68337,41,0
Sebastiana,Gilberto Gil,spotify:track:574L9iq6vqO8EmTPUuQFKF,0.567,0.539,11,-13.61,1,0.126,0.292,0,0.0594,0.933,138.105,144627,4,54.7542,7,0
Bold Soul Sister,Ike & Tina Turner,spotify:track:6g2RtR71Qj12dKQIwPpFJc,0.775,0.688,3,-12.959,1,0.0699,0.224,0.0411,0.117,0.93,94.143,158508,4,42.2136,8,1
Départ de Renaud,André Hossein,spotify:track:5KBrcHCfaOnDDw4F4JBtPZ,0.145,0.167,9,-21.377,1,0.0289,0.807,0.0506,0.117,0.117,84.766,66101,4,27.23322,5,0
Seventh Heaven,The Hippy Boys,spotify:track:6sHZxZqemvmfGYL7rnGhg9,0.87,0.546,0,-13.393,1,0.0572,0.247,0.849,0.104,0.929,135.676,211693,4,35.10797,9,0
"The Young Person's Guide to the Orchestra, Op. 34 (Variations and Fugue on a Theme of Purcell): Theme A. Allegro maestoso e largamente",Benjamin Britten,spotify:track:4Ry4jlZF6yt9b8HMpMFPls,0.559,0.121,2,-19.291,0,0.443,0.888,0,0.651,0.443,82.343,60067,4,32.68329,3,0
Leader Of The Laundromat,The Detergents,spotify:track:5jEsZaQqkEwJW0yovgo1h5,0.444,0.621,7,-9.138,0,0.271,0.697,2.51e-06,0.108,0.52,141.465,192293,4,65.42569,9,1
Ain't That Just Like Me,The Searchers,spotify:track:3OHz1Hr64jByifpOS61exg,0.371,0.929,9,-5.37,1,0.133,0.646,0,0.348,0.836,157.875,145227,4,34.36707,7,1
Searching For My Love,Bobby Moore & The Rhythm Aces,spotify:track:0Q25xKgIaiT5JTDCT0qMea,0.677,0.661,4,-5.136,1,0.0436,0.114,5.44e-06,0.215,0.801,98.309,152693,4,37.60629,7,1
Till You Return,Scott Walker,spotify:track:4LTPr8iaA7mzJBt1OosPDi,0.57,0.551,8,-4.373,1,0.0283,0.689,5.88e-05,0.332,0.734,127.195,133413,4,31.31975,8,0
"Madama Butterfly, Act I: Quanto cielo!....Ancora un passo or via (Coro/Butterfly/Sharpless) - 1986 Remastered Version",Giacomo Puccini,spotify:track:5uHVRtAGXKZE7GTIABf9P7,0.145,0.187,6,-17.613,1,0.0404,0.942,0.00277,0.0958,0.039,86.726,226333,4,40.63766,9,0
"Past, Present And Future",The Shangri-Las,spotify:track:6ozkTvpSzrRK9vJCMksza3,0.349,0.208,8,-15.491,1,0.037,0.799,0.217,0.13,0.176,135.098,160267,3,24.0336,11,1
Atlantis,Donovan,spotify:track:0kcEK7YuNNfE7jiTnXS1cm,0.326,0.313,0,-16.17,1,0.0348,0.177,0.000569,0.0828,0.344,76.785,302640,4,33.53011,13,1
The end of a spy - Fine di una spia,Ennio Morricone,spotify:track:52kjRgphviNyFDG5kHZy19,0.211,0.578,7,-5.611,1,0.0465,0.864,0.907,0.11,0.0553,109.781,76933,4,50.55957,4,0
While I Was Walking,Tommy McCook,spotify:track:5kNJRAFisE2wGJm8HvgLFC,0.683,0.464,0,-12.06,1,0.0566,0.0859,0.0632,0.152,0.657,89.62,143373,4,33.79143,6,0
My Song,Aretha Franklin,spotify:track:2vn07tyGKthmxKx9H2qjyF,0.458,0.25,1,-8.087,1,0.0324,0.461,0,0.136,0.412,121.074,209080,3,29.1455,12,1
Julia,Ramsey Lewis,spotify:track:75g38CqUeSfxh89MM1roXK,0.471,0.579,0,-12.62,1,0.0278,0.123,0.68,0.429,0.386,93.206,259360,4,41.9211,12,1
Song of the Crib,Traditional,spotify:track:2GT4j0OZFnye66XLLtQxbj,0.342,0.171,3,-16.481,1,0.0421,0.988,0,0.102,0.285,79.671,221453,4,40.65516,10,0
We Will Fall (John Cale Mix) - 2019 Remaster,The Stooges,spotify:track:66aRKPKxYf8oL55hqCvhzZ,0.205,0.398,5,-12.075,1,0.0322,0.163,6.48e-05,0.0542,0.0376,108.381,621267,4,57.37844,25,0
Femmina - Seq. 3,Carlo Savina,spotify:track:500c6CQG13zNIwZpCc2fQ6,0.475,0.318,8,-12.671,1,0.0487,0.935,0.902,0.0736,0.167,81.85,167900,3,94.28511,4,0
Country Blues,Doc Watson,spotify:track:4TXtgaRXTR68GKG9p9bZQU,0.563,0.447,0,-15.218,1,0.0323,0.81,0.00484,0.186,0.743,127.384,213000,4,25.19069,12,0
La Virgen Lava Pañales,Traditional,spotify:track:6LLbwcna7OU0Pt0RW1gkpM,0.18,0.196,10,-20.103,1,0.0361,0.981,0.217,0.153,0.0621,65.829,311267,4,37.59476,15,0
The Cave,Jerry Goldsmith,spotify:track:37EPgMdzouRyUPeKwbr3Lu,0.253,0.04,11,-25.433,0,0.0391,0.661,0.302,0.114,0.0379,93.606,80707,3,14.29188,3,0
Marcia - Marcetta,Ennio Morricone,spotify:track:68x0AP99Y1CAXH8hIgd0uC,0.122,0.331,11,-12.269,0,0.0339,0.824,0.453,0.105,0.0361,59.859,172200,4,70.61536,6,0
Mississippi River Blues,Bob Wills,spotify:track:2RYcc5BtFsYMxuvIrOoz8B,0.597,0.29,2,-9.367,1,0.0507,0.821,0,0.287,0.377,107.706,179733,4,18.3724,10,0
Brazil (Aka Aquarela do Brasil),Antônio Carlos Jobim,spotify:track:6tkseXybAYPQUNl2FFxnA7,0.519,0.38,10,-22.881,0,0.0378,0.384,0.889,0.0659,0.72,112.145,579467,4,41.12642,29,0
"Le nozze di Figaro, K.492 / Act 3: ""Sull’aria ... Che soave zeffiretto""",Wolfgang Amadeus Mozart,spotify:track:7oMlqOqSLszoitbRQTKAen,0.218,0.0625,10,-22.482,1,0.0463,0.991,1.82e-05,0.427,0.0826,79.981,210533,4,51.91726,9,0
Canto Karabali,Ernesto Lecuona,spotify:track:4Tk0UyQb1fY4NbbmrhFBo3,0.343,0.364,2,-16.701,0,0.103,0.341,0.0966,0.0413,0.393,137.348,192280,4,28.26109,9,0
I Do,The Marvelows,spotify:track:3Zs0dCcOoAkxwnYuKYCWZP,0.543,0.715,9,-5.195,1,0.0579,0.752,0,0.107,0.862,99.055,150307,4,79.33959,5,1
Just Out Of Reach (Of My Two Empty Arms),Percy Sledge,spotify:track:2vIDyd6H5Cdg1vybC8y2iV,0.374,0.148,7,-15.452,1,0.0305,0.467,7.25e-05,0.244,0.51,177.214,213573,3,29.53272,12,1
Guaguancó En Tropicana,Tito Puente,spotify:track:0glxeAEM9wVVjIMf3EUSHr,0.587,0.715,3,-5.48,1,0.115,0.482,0,0.0976,0.951,155.946,206021,4,67.47362,8,0
You Mean The World To Me,David Houston,spotify:track:7DInsiLkwZbv37GM8XlvUm,0.585,0.377,5,-13.253,1,0.0407,0.856,0.053,0.105,0.431,120.386,135640,3,57.26536,7,1
Hum Allah Hum Allah Hum Allah,Pharoah Sanders,spotify:track:71DfiueMJMIs8D0djEgiyz,0.438,0.559,6,-10.725,0,0.0457,0.667,0.0161,0.0524,0.585,105.369,910227,4,25.99429,35,0
Alabam,Cowboy Copas,spotify:track:6x8EqpeM8XzeoEKfatpSYP,0.719,0.653,2,-11.572,1,0.0305,0.378,0.00364,0.129,0.96,106.718,139907,4,38.28275,9,1
In My Father's House - Live,Harry Belafonte,spotify:track:1iJqYr3sm8KyTIji4GVWZf,0.562,0.646,0,-10.697,0,0.0532,0.491,0,0.902,0.798,98.019,211091,4,41.66217,7,0
Tossing & Turning,The Ivy League,spotify:track:5q8U2NsIc57QWjY7MZi371,0.586,0.51,9,-9.072,1,0.0379,0.463,0,0.221,0.638,119.045,146187,4,41.28802,7,1
Mokka Jonna Thotalo,P. Susheela,spotify:track:7hk3WgbCg8onYoxb0Ujaq9,0.62,0.599,5,-4.746,1,0.28,0.899,0.00182,0.156,0.835,157.555,273920,3,40.2211,12,0
"Hickory, Dick And Doc",Bobby Vee,spotify:track:7hXngqMDRqkAFrEIBy3ewq,0.7,0.626,3,-11.611,1,0.0315,0.72,6.55e-05,0.0974,0.964,112.826,148640,4,29.03452,9,1
Strange I Know,The Marvelettes,spotify:track:4DsbXVlHJfvvHAhg2WfPO9,0.632,0.758,0,-3.414,1,0.0257,0.551,0.0446,0.173,0.948,109.427,140987,4,26.75254,8,1
Cara-Lin,The Strangeloves,spotify:track:4jQAWmK7RTRWaofM5n2NhK,0.748,0.788,2,-11.284,1,0.067,0.135,3.81e-06,0.501,0.626,130.506,162333,4,19.26742,10,1
Personne,Serge Gainsbourg,spotify:track:4wDcIqExxIvxrIjVCFjGHU,0.549,0.289,0,-16.129,1,0.0486,0.761,0,0.0694,0.45,111.828,164440,4,32.25757,8,0
"The Bartered Bride, Act II: ""Eine gibt es hier im Dorf""",Staatskapelle Dresden,spotify:track:5sgSvbm0lQnUFKTzjsw32E,0.354,0.123,9,-17.119,1,0.0398,0.977,0.000919,0.0962,0.096,129.039,392613,4,44.20496,21,0
Afternoon in Paris,Sonny Rollins,spotify:track:54jjVvxIktq9furJDf0i5s,0.414,0.65,2,-9.028,0,0.0648,0.716,0.0252,0.291,0.51,175.245,163067,4,33.32711,9,0
Nothing But Heartaches,The Supremes,spotify:track:3ZmUwVr5MlayCju9FzAgVL,0.579,0.554,5,-8.896,1,0.0286,0.084,0,0.219,0.491,124.067,177867,4,32.6183,8,1
"God, Country And My Baby",Johnny Burnette,spotify:track:0cw9fmQ6hJJdP97lm3y1xm,0.486,0.526,11,-9.835,1,0.0415,0.21,0.00183,0.604,0.585,121.157,132467,4,53.36009,5,1
Na Na Hey Hey Kiss Him Goodbye,Steam,spotify:track:1mrSHPNTDdMkXpR4BiSiD7,0.637,0.916,7,-6.95,1,0.0458,0.0139,2.27e-05,0.21,0.506,114.987,247173,4,43.50466,8,1
