track,artist,uri,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature,chorus_hit,sections,target
Inside Outside,The Cover Girls,spotify:track:6L14MdRtQrxsuQQ5thpRKY,0.375,0.921,11,-5.387,1,0.239,0.0012,0.00509,0.27,0.455,121.208,206853,4,21.80397,14,1
King Of Suede,"""Weird Al"" Yankovic",spotify:track:0uTSpsec5kXkNQQjzt6dIB,0.78,0.808,11,-10.056,0,0.0382,0.271,0,0.0958,0.569,128.505,255373,4,22.78319,12,1
King of Hearts,Lucinda Williams,spotify:track:0iSQfYXHFZleDXQ3MqG01A,0.458,0.303,9,-17.653,1,0.0375,0.335,0,0.136,0.449,145.653,245133,3,26.36699,13,0
Get It Girl,2 LIVE CREW,spotify:track:7DEpSeyiupvwY5tB8Yqbhh,0.882,0.6,4,-13.33,0,0.156,0.00835,1.1e-05,0.602,0.427,124.597,235867,4,20.31319,15,0
A Rafael de León,Carlos Cano,spotify:track:55qLODghCA6T8nkHC4jZHA,0.382,0.308,4,-9.938,1,0.0389,0.96,5.57e-05,0.108,0.323,93.252,350267,4,34.30581,16,0
Electric Blue,Icehouse,spotify:track:5aWvinQcbc1W1WdP0GQ6J1,0.688,0.909,10,-4.756,1,0.0354,0.0608,1.97e-06,0.1,0.641,109.673,263680,4,35.80878,12,1
Cuando Sale la Luna,José Alfredo Jimenez,spotify:track:2vDaSr8NzCzG2rFtqup2Kq,0.472,0.172,9,-18.132,0,0.0449,0.809,0,0.103,0.504,106.875,185307,4,47.64277,9,0
Countryfied Inner City Blues,The Suicide Twins,spotify:track:2rjV47ddV799mKc5hujIWN,0.668,0.631,4,-13.6,0,0.0472,0.23,2.89e-06,0.38,0.694,113.814,259893,3,55.65929,11,0
Lay It Down,Ratt,spotify:track:3D5ORNm9spaTcdRx50ksHx,0.442,0.759,10,-13.475,1,0.0354,0.000402,0.0081,0.174,0.279,198.117,205560,4,25.17896,12,1
(Between A) Rock And A Hard Place,Cutting Crew,spotify:track:2KxYID9maMVJaGnvGu6Iso,0.615,0.845,5,-9.943,0,0.0393,0.0928,2.77e-05,0.0755,0.585,117.444,227960,4,27.45929,13,1
Si j'étais président,Gerard Lenorman,spotify:track:00YGCgT3I93nmiipWK0zMw,0.543,0.683,11,-8.068,1,0.23,0.444,0,0.176,0.891,106.531,227120,4,32.71072,15,0
Everything I Need,Men At Work,spotify:track:3AzJso06se44RPcNiNmi7c,0.743,0.622,4,-11.256,1,0.0275,0.129,0.00792,0.0883,0.962,129.61,214853,4,56.15588,10,1
Living In A Dream,Pseudo Echo,spotify:track:1UvBTbYCPuOwnk0VXK4Amx,0.541,0.874,8,-5.128,1,0.0481,3.59e-05,0.00621,0.987,0.775,129.045,215853,4,22.75433,10,1
The Heart Is Not So Smart,El DeBarge With DeBarge,spotify:track:7Kw7xGrqVluke6Jd3JgKeT,0.702,0.491,0,-13.677,1,0.0332,0.542,5.92e-05,0.0646,0.687,95.288,275627,4,39.12552,14,1
North By North,The Bats,spotify:track:54r0OvSGxzwzLHqlUv2TOP,0.439,0.836,3,-11.718,1,0.0543,0.038,0.201,0.179,0.887,132.46,244600,4,57.72755,12,0
Two Oldtimers,Moebius,spotify:track:0NYaLgPnKX2lalajAa8JMW,0.34,0.28,11,-14.929,1,0.0355,0.774,0.669,0.123,0.0711,174.065,422747,4,30.94812,17,0
My Prayer,"Ray, Goodman & Brown",spotify:track:7evgtzPEfIxtrlWaAig7rw,0.493,0.526,10,-10.992,1,0.0295,0.398,1.61e-05,0.309,0.314,106.885,185227,3,32.94489,10,1
When She Was My Girl,Four Tops,spotify:track:3FPaQv0qldYuF0XD0ziwT8,0.696,0.593,5,-10.283,1,0.0399,0.203,0.00219,0.0767,0.778,100.346,206053,4,18.01532,9,1
Sunset Grill,Don Henley,spotify:track:4I9AA9H57ySNSv1ZPinL4D,0.557,0.577,8,-12.175,1,0.027,0.0796,2.31e-05,0.0604,0.445,91.877,379000,4,27.20155,15,1
Tough All Over,John Cafferty & The Beaver Brown Band,spotify:track:5u9hEzSlbzmZpwopPn1j9G,0.609,0.799,9,-10.352,1,0.0349,0.0188,1.01e-05,0.0779,0.505,132.961,277533,4,29.90857,14,1
I Was Looking For Someone To Love,Leif Garrett,spotify:track:2VAFPbaGuEdwcT9U1vhKcI,0.472,0.317,2,-16.294,1,0.0372,0.0693,1.34e-05,0.1,0.137,140.842,179493,4,33.12121,9,1
I Wanna Rock - Live,Junkyard Band,spotify:track:3BogalE7rEKC1KSLIPxwnb,0.593,0.686,1,-7.608,1,0.4,0.358,0.000127,0.122,0.383,178.368,246133,4,31.29293,12,0
Run To Me,Savoy Brown,spotify:track:7G9aAUW0AWBN8U10cuCP5o,0.597,0.517,4,-11.555,1,0.0271,0.299,6.21e-06,0.167,0.362,97.795,225400,4,34.89627,11,1
9 To 5,Dolly Parton,spotify:track:4w3tQBXhn5345eUXDGBWZG,0.554,0.783,6,-5.852,1,0.0457,0.416,1.54e-06,0.631,0.813,105.39,162467,4,25.12092,7,1
"Symphonie ""Mathis der Maler"": 1. Engelkonzert",Paul Hindemith,spotify:track:4QK6arNqmckObVn9K6Dy28,0.254,0.0807,2,-21.713,1,0.0428,0.906,0.918,0.36,0.0471,112.522,504627,4,50.94702,22,0
Lyrics Of Fury,Eric B. & Rakim,spotify:track:0b2gLqiFoFl5qjs5CQcQaV,0.815,0.8,10,-15.051,0,0.167,0.492,0,0.287,0.89,106.064,255000,4,67.09658,10,0
It's My Thing,EPMD,spotify:track:7BfnmWeEBPLWsIEfybTBYT,0.795,0.709,11,-6.326,0,0.315,0.216,8.03e-06,0.305,0.804,102.585,342347,4,16.32859,15,0
China,Red Rockers,spotify:track:2ws33FRyUcuvDnNgz5VfwZ,0.432,0.728,2,-7.19,1,0.041,0.00172,1.9e-05,0.253,0.666,147.783,241573,4,40.46261,11,1
Downtown Train,Rod Stewart,spotify:track:5XJzh2c0roCc6GDs8PrILx,0.527,0.584,10,-7.965,1,0.0314,0.0878,0.000103,0.117,0.271,114.941,279413,4,29.41867,15,1
Das Eis bricht,Roedelius,spotify:track:6w7VVrKXGYxBoZi2IzlJRH,0.323,0.14,9,-18.132,0,0.0411,0.994,0.903,0.0798,0.0745,68.569,700147,4,125.60439,26,0
Margin Walker,Fugazi,spotify:track:5cwA1kFTS1l5BCzKigByg0,0.24,0.989,11,-4.304,1,0.142,0.0118,0.737,0.48,0.285,146.438,150467,4,41.76814,8,0
Go Down Easy,Dan Fogelberg,spotify:track:22yC2cBx4eYNtqyCEMhwUT,0.636,0.257,4,-16.584,1,0.0326,0.435,4.86e-06,0.0848,0.572,73.359,233000,4,65.32537,9,1
Godstar,Psychic TV,spotify:track:08tbzjZdsNLOyHfboGJKUQ,0.614,0.818,0,-7.249,1,0.0373,0.208,0.00068,0.0855,0.633,122.312,218747,4,32.20185,13,0
Playing To Win,Little River Band,spotify:track:3bTC0dp9O6QH9YnOtrikc8,0.654,0.948,7,-5.273,1,0.102,0.249,0,0.204,0.848,130.557,179120,4,30.30196,11,1
A Little Good News,Anne Murray,spotify:track:5dFkgiFjPIsY7HWxsAV5h3,0.609,0.471,0,-8.115,1,0.036,0.558,0,0.0277,0.546,71.217,188307,4,22.53554,9,1
If Looks Could Kill,Player,spotify:track:2xjmPPUtAmHZUP8tGjPeRj,0.651,0.706,1,-7.411,1,0.0363,0.0154,0,0.0719,0.704,121.839,215146,4,42.14981,11,1
Tell It Like It Is,Heart,spotify:track:2F1tiSvwwzEpMyEEfVGyaA,0.306,0.422,0,-13.578,1,0.0345,0.0387,1.1e-06,0.0809,0.671,201.042,269707,3,33.61802,12,1
Deutschland,Slime,spotify:track:66yqFNcacUzchgFkexM9Yo,0.323,0.966,2,-5.773,1,0.0895,0.00949,0.000613,0.811,0.489,110.68,260600,4,32.21822,12,0
Zindagi Jab Bhi,Talat Aziz,spotify:track:0y3b4ssMVGVAYnVd231Tff,0.604,0.497,2,-6.933,1,0.0267,0.748,0,0.358,0.549,95.008,296760,4,16.58908,14,0
Pongamos Que Hablo de Madrid,Joaquín Sabina,spotify:track:4L3gOv26fhKuOZCOaZgQYj,0.512,0.397,4,-15.918,1,0.0458,0.207,0.000193,0.147,0.532,158.145,245800,4,17.3937,18,0
Respect Yourself,Bruce Willis,spotify:track:5GIyNhDmHO5oUI2CWyKQ2e,0.726,0.739,7,-7.115,0,0.033,0.0725,1.48e-05,0.292,0.539,118.836,231560,4,37.73972,13,1
He Wants My Body,Starpoint,spotify:track:5zTSpy8JYqYUUQ65cbnqmd,0.695,0.927,2,-10.4,0,0.0499,0.277,0.331,0.153,0.944,116.145,282027,4,26.6574,12,1
"Piano Concerto No. 2 in F Major, Op. 102: II. Andante",Dmitri Shostakovich,spotify:track:7faWy3kAy0GkTqAzkUBhCf,0.155,0.00395,0,-39.307,0,0.0413,0.985,0.875,0.0678,0.0478,176.976,362520,3,45.99223,18,0
Lear,Pauline Oliveros,spotify:track:58tXLPg2DQsrg5ts5CqWrR,0.116,0.0179,9,-32.948,1,0.0462,0.97,0.969,0.0871,0.0347,71.498,1496133,3,49.51074,55,0
The Point,Hal Singer,spotify:track:6kxblbCP2UpENhjact81lx,0.551,0.129,1,-19.657,1,0.0384,0.869,0.882,0.152,0.421,93.927,363067,4,50.27911,14,0
Little Too Late,Pat Benatar,spotify:track:4aqHeNebN2dMaKutXlIz2U,0.574,0.755,4,-3.051,1,0.0597,0.192,1.06e-06,0.148,0.918,134.996,206373,4,22.00866,11,1
The Way He Makes Me Feel,Barbra Streisand,spotify:track:6WpvSZEayPZvQSHEghFEp8,0.202,0.197,11,-15.961,0,0.0398,0.829,4.8e-05,0.371,0.0894,89.19,225960,3,40.29257,11,1
Some Kind Of Stranger,Sisters of Mercy,spotify:track:4VyJfVwSaW1cGwWsCxu6eu,0.414,0.516,2,-11.418,0,0.0377,0.0103,0.0286,0.0907,0.189,127.904,440280,4,37.39742,13,0
Somebody Like You,Robbie Nevil,spotify:track:53KuOowV8lWnFhMO4DFSuL,0.77,0.498,11,-14.117,0,0.0345,0.196,0.000972,0.0432,0.949,116.304,256707,4,22.21006,10,1
The Truth Is Lyin' Next to You,Randy Travis,spotify:track:3UUWpF7ACm6GiG9Wb9etlk,0.454,0.228,3,-17.555,1,0.0295,0.402,0,0.083,0.484,173.603,208600,4,33.7753,11,0
The Woman In You,Bee Gees,spotify:track:7EcsJXtKtUkzTa8mgjJKiE,0.809,0.491,9,-16.846,0,0.035,0.114,5.82e-06,0.0546,0.976,131.134,243933,4,42.8073,12,1
Theme from The Fog,John Carpenter,spotify:track:1LR0PqiTFtdLsDSsApZwNH,0.542,0.464,7,-14.39,1,0.0379,0.174,0.886,0.15,0.0353,123.05,307240,4,57.14776,12,0
Otis In The Dark,Otis Spann,spotify:track:6nNb8i8hEDDqwJlmfX1Ct4,0.406,0.481,4,-13.922,1,0.0305,0.986,0.893,0.181,0.584,116.393,277800,4,12.74363,14,0
Flesh For Fantasy,Billy Idol,spotify:track:5NJvgtVjLTTogjFcrOIZYN,0.66,0.751,9,-6.333,1,0.108,0.131,0.000196,0.11,0.563,94.491,278280,4,31.03956,10,1
Por Ti,Oscar Chavez,spotify:track:5yRsYFUzZma7IaXhROkuo8,0.658,0.4,4,-10.459,0,0.0333,0.797,4.81e-05,0.236,0.517,110.102,167467,3,50.86526,8,0
Games Without Frontiers,Peter Gabriel,spotify:track:4TVnzZW8dIPjMjg5e8gKhH,0.738,0.717,6,-9.623,1,0.0545,0.326,3.79e-05,0.133,0.915,95.949,246973,4,57.22356,8,1
Blaze Of Glory,Kenny Rogers,spotify:track:0WCCGUX0xb3I7yl0x5MAxq,0.589,0.445,2,-11.557,1,0.0895,0.269,0,0.0556,0.671,177.665,153867,4,31.41714,9,1
Fourteen,Beat Happening,spotify:track:1O2L7hQZJcKCgyQ0B0DWpr,0.37,0.436,5,-14.265,1,0.0886,0.0198,0.00556,0.181,0.681,149.502,104293,4,39.07687,5,0
Linda História de Amor,Um Toque a Mais,spotify:track:1rHILxpfl3WP6xaA2G9q5n,0.602,0.311,9,-20.473,1,0.0418,0.173,0,0.508,0.824,81.385,225123,4,21.26831,8,0
Don't Stop The Music,Yarbrough & Peoples,spotify:track:0DVevhcLPiHoLaVyl6dSGr,0.829,0.71,11,-8.736,1,0.0415,0.115,0.145,0.0541,0.949,98.293,249000,4,34.86585,12,1
Can You Feel It,Mr. Fingers,spotify:track:1UGrnOJ6ax4bCgowtem48A,0.654,0.605,11,-10.795,1,0.0494,0.212,0.925,0.0931,0.708,112.177,353802,4,52.44135,15,0
Forever Man,Eric Clapton,spotify:track:349PT8jfi7RxXB7DZM0NMX,0.642,0.899,2,-6.032,0,0.0413,0.204,0.00756,0.171,0.784,111.158,192320,4,38.98244,10,1
Elle a les yeux revolver,Marc Lavoine,spotify:track:1fU9wVDi3yZrawv1Rc4vcS,0.577,0.273,5,-16.428,1,0.0499,0.496,0,0.0914,0.547,79.995,219973,3,33.45194,9,0
Wake Me Up Before You Go-Go,Wham!,spotify:track:0ikz6tENMONtK6qGkOrU3c,0.62,0.574,0,-11.893,1,0.0421,0.272,0,0.0607,0.9,81.548,231333,4,36.1681,8,1
Baltic Ice: Breaker,bel canto,spotify:track:113dw8kaFLjjIOSHz63Nib,0.522,0.315,11,-16.892,0,0.0311,0.898,0.639,0.404,0.216,99.334,283413,4,33.52728,11,0
"Broken Home, Broken Heart",Hüsker Dü,spotify:track:2Twggsyx88sGi0kDLdjhQF,0.354,0.987,11,-10.938,0,0.0632,0.00054,9.22e-05,0.363,0.223,117.112,124507,4,35.16435,8,0
Just When I Needed You,The Bluegrass Album Band,spotify:track:43fy9Qh3CxOaAcbzPPIsPF,0.551,0.487,8,-11.524,1,0.0328,0.622,0.000587,0.334,0.909,105.412,156560,4,33.28247,8,0
